intro_start,intro_end,task_start,task_end,IBI_start,IBI_end
0.18263796699466184,8.16560593000031,8.147364909993485,28.013510762990336,28.03070854798716,40.01540057999955
40.14674166399345,48.132111984989024,48.132111984989024,68.03201756099588,68.04714873099874,80.03183465199254
80.1803566289891,88.16316606799955,88.16316606799955,108.06323622399941,108.07989889099554,120.0629014219885
120.21349423199717,128.19842077999783,128.19842077999783,148.0979563719884,148.11261161899893,160.09790984400024
160.22903658398718,168.2126381929993,168.2126381929993,188.11430024199944,188.12971404599375,200.11232565599494
200.26255691699043,208.2457768579916,208.2457768579916,228.14705927399336,228.1626345149998,240.14728207899316
240.2978375229868,248.29706609399,248.27887993199693,268.17861092199746,268.198168212999,280.1803011769953
280.31198062999465,288.29575458398904,288.29575458398904,308.1973171689897,308.21169254998676,320.1972097619873
